,specificity,actionability,compliance,outcome_evidence,risk_tone,transparency,TOS_final,doc_index
105,0.6,0.7778,0.08,0.7,0.0,0.41666666666666674,0.4923933333333333,Centrum Capital Limited
106,0.0,0.7778,0.06347142857142857,0.45,0.0,0.63,0.3347542857142858,Century Textiles & Industries Limited
107,0.3,0.7778,0.10229499999999998,0.9,0.0,0.6399999999999999,0.523019,Chalet Hotels Limited
108,0.0,0.7778,0.09624124999999999,0.25,0.0,0.4475,0.27218325,Chambal Fertilisers and Chemicals Limited
109,0.0,0.5556,0.02074,0.45,0.0,0.43999999999999995,0.272268,Choice International Limited
110,0.0,0.7778,0.0854,0.25,0.0,0.45999999999999996,0.27064000000000005,Cholamandalam Financial Holdings Limited
111,0.0,0.5556,0.08296,0.25,0.0,0.43999999999999995,0.224712,Cholamandalam Investment and Finance Company Limited
112,0.0,0.5556,0.0488,0.25,0.0,0.2,0.20588,Cigniti Technologies Limited
113,0.0,0.5556,0.0732,0.25,0.0,0.75,0.23826,Cipla Limited
114,0.0,0.7778,0.044408,0.45,0.0,0.44399999999999995,0.3216416,Cochin Shipyard Limited
115,0.0,0.5556,0.0430325,0.45,0.0,0.43999999999999995,0.27672650000000004,Coforge Limited
116,0.0,0.7778,0.04144,0.25,0.0,0.4,0.258848,Computer Age Management Services Limited
117,0.0,0.5556,0.083475,0.25,0.0,0.2,0.21281499999999998,Container Corporation of India Limited
118,0.0,0.5556,0.04148,0.25,0.0,0.43499999999999994,0.21616599999999997,CreditAccess Grameen Limited
119,0.0,0.7778,0.059595,0.45,0.0,0.2,0.31247900000000006,Crompton Greaves Consumer Electricals Limited
120,0.0,0.5556,0.05542285714285714,0.25,0.0,0.6071428571428571,0.22756171428571428,Cummins India Limited
121,0.0,0.5556,0.02074,0.25,0.0,0.43999999999999995,0.21226799999999998,D. B. Corp Limited (‘the Company’ or ‘DBCL’)
122,0.65,0.7778,0.060024,0.7,0.0,0.424,0.49626480000000006,D. P. Abhushan Limited
123,0.0,0.5556,0.083475,0.25,0.0,0.2,0.21281499999999998,DCB Bank Limited
124,0.0,0.7778,0.07824625,0.45,0.0,0.425,0.32745925000000004,DCM Shriram Limited
125,0.0,0.5556,0.0695,0.25,0.0,0.2,0.21001999999999998,DEE Development Engineers Limited
126,0.0,0.7778,0.08503000000000001,0.25,0.0,0.45999999999999996,0.27056600000000003,DEEPAK FERTILISERS AND PETROCHEMICALS CORPORATION LIMITED
127,0.0,0.7778,0.15286,0.25,0.0,0.40399999999999997,0.281332,DEN Networks Limited
128,0.0,0.5556,0.077104,0.25,0.0,0.618,0.23244080000000003,DR. LAL PATH LABS LTD.
129,0.0,0.5556,0.06222,0.25,0.0,0.7,0.233564,Dalmia Bharat Limited
130,0.0,0.5556,0.128015,0.25,0.0,0.6399999999999999,0.243723,Dalmia Bharat Sugar and Industries Limited
131,0.0,0.7778,0.06258428571428572,0.25,0.0,0.6442857142857142,0.27529114285714285,Data Patterns (India) Limited
132,0.0,0.7778,0.06273000000000001,0.25,0.0,0.44399999999999995,0.26530600000000004,Deep Industries Limited
133,0.0,0.5556,0.0488,0.25,0.0,0.2,0.20588,Deepak Nitrite Limited
134,0.0,0.7778,0.04331,0.25,0.0,0.46,0.26222200000000007,Delhivery Limited
135,0.0,0.7778,0.088594,0.45,0.0,0.46399999999999997,0.3314788000000001,Dhampur Bio Organics Limited
136,0.0,0.5556,0.04392,0.25,0.0,0.2,0.204904,Dhani Services Limited
137,0.0,0.5556,0.02074,0.25,0.0,0.2,0.200268,Dhunseri Ventures Limited
138,0.0,0.5556,0.07722,0.25,0.0,0.42799999999999994,0.22296400000000002,Dilip Buildcon Limited
139,0.0,0.5556,0.0692625,0.25,0.0,0.61,0.2304725,Dish TV India Limited
140,0.0,0.5556,0.06588,0.25,0.0,0.38333333333333336,0.21846266666666664,Dishman Carbogen Amcis Limited
141,0.0,0.7778,0.066915,0.25,0.0,0.4533333333333333,0.2666096666666667,Divi''s Laboratories Limited
142,0.0,0.5556,0.0732,0.25,0.0,0.2,0.21076,Dolat Algotech Limited
143,0.0,0.5556,0.07039000000000001,0.25,0.0,0.41666666666666674,0.22103133333333333,Dredging Corporation of India Limited
144,0.45,0.7778,0.04148,0.7,0.0,0.5,0.46635600000000005,E.I.D.-Parry (India) Limited
145,0.0,0.5556,0.06795,0.25,0.0,0.6433333333333333,0.23187666666666668,EIH Associated Hotels Limited
146,0.0,0.7778,0.059918,0.45,0.0,0.594,0.33224360000000003,EKI Energy Services Limited
147,0.0,0.7778,0.0488,0.25,0.0,0.4,0.26032000000000005,EMS LIMITED
148,0.0,0.5556,0.166435,0.25,0.0,0.2,0.22940700000000003,EMUDHRA LIMITED
149,0.0,0.7778,0.016042499999999998,0.45,0.0,0.41,0.31426850000000006,ESAF Small Finance Bank Limited
150,0.0,0.5556,0.04331,0.25,0.0,0.2,0.20478200000000002,ETHOS LIMITED
151,0.0,0.5556,0.0488,0.25,0.0,0.45000000000000007,0.21838000000000002,EXPLEO SOLUTIONS LIMITED
152,0.0,0.7778,0.09638,0.25,0.0,0.375,0.26858600000000005,Edelweiss Financial Services Limited
153,0.3,0.7778,0.13055624999999998,0.7,0.0,0.6124999999999999,0.46729625,Electrosteel Castings Limited
154,0.45,0.7778,0.04148,0.7,0.0,0.37,0.45985600000000004,Endurance Technologies Limited
155,0.0,0.5556,0.08113000000000001,0.45,0.0,0.43999999999999995,0.284346,Entero Healthcare Solutions Limited
156,0.0,0.7778,0.06218,0.25,0.0,0.4,0.26299600000000006,Entertainment Network (India) Limited
157,0.0,0.5556,0.07846199999999999,0.25,0.0,0.452,0.2244124,Equinox India Developments Limited
158,0.45,1.0,0.09855235294117647,0.9,0.0,0.3970588235294118,0.5770634117647059,Equitas Small Finance Bank Limited
159,0.0,0.7778,0.0764325,0.45,0.0,0.2,0.31584650000000003,Escorts Kubota Limited
160,0.45,0.7778,0.0488,0.7,0.0,0.45000000000000007,0.46532,Exide Industries Limited
161,0.0,0.5556,0.0207,0.25,0.0,0.2,0.20026,FISCHER MEDICAL VENTURES LIMITED
162,0.6,0.7778,0.084202,0.7,0.0,0.6659999999999999,0.5057004,FSN E Commerce Ventures Limited
163,0.0,0.5556,0.10369999999999999,0.55,0.0,0.615,0.32761,Fedbank Financial Services Limited
164,0.0,0.7778,0.06039,0.45,0.0,0.435,0.32438800000000007,Fermenta Biotech Limited
165,0.0,0.7778,0.08052000000000001,0.45,0.0,0.6033333333333333,0.3368306666666667,Fino Payments Bank Limited
166,0.0,0.7778,0.0812775,0.45,0.0,0.44,0.32881550000000004,Finolex Cables Limited
167,0.0,0.5556,0.058401428571428576,0.25,0.0,0.4257142857142857,0.219086,Finolex Industries Limited
168,0.0,0.7778,0.11773666666666667,0.45,0.0,0.6033333333333333,0.3442740000000001,Firstsource Solutions Limited
169,0.3,0.7778,0.04636,0.7,0.0,0.6433333333333333,0.45199866666666666,Five-Star Business Finance Limited
170,0.0,0.5556,0.1463,0.25,0.0,0.75,0.25288,Fortis Healthcare Limited
171,0.0,0.5556,0.04148,0.25,0.0,0.6399999999999999,0.22641599999999998,Fusion Finance Limited (Formerly known as Fusion Micro Finance Limited)
172,0.0,0.7778,0.08113000000000001,0.45,0.0,0.585,0.336036,GE T&D India Limited
173,0.0,0.5556,0.0488,0.25,0.0,0.5,0.22088,GEM Enviro Management Ltd
174,0.0,0.5556,0.11467999999999999,0.45,0.0,0.69,0.303556,GENESYS INTERNATIONAL CORPORATION LIMITED
175,0.0,0.5556,0.06295200000000001,0.45,0.0,0.614,0.2894104,GFL LIMITED
176,0.3,0.7778,0.12052,0.7,0.0,0.62,0.4656640000000001,GHCL Limited
177,0.0,0.5556,0.072207,0.45,0.0,0.402,0.2806614,GIC Housing Finance Limited
178,0.0,0.7778,0.06295200000000001,0.55,0.0,0.5800000000000001,0.3621504000000001,GLAND PHARMA LIMITED
179,0.0,0.7778,0.09820999999999999,0.45,0.0,0.42333333333333334,0.3313686666666667,GLOBAL HEALTH LIMITED
180,0.0,0.5556,0.06222,0.25,0.0,0.4,0.21856399999999998,GMR Power and Urban Infra Limited
181,0.0,0.5556,0.0976,0.25,0.0,0.5,0.23063999999999998,GODAWARI POWER AND ISPAT LIMITED
182,0.0,0.7778,0.08138999999999999,0.45,0.0,0.37,0.32533800000000007,GODFREY PHILLIPS INDIA LIMITED
183,0.0,0.7778,0.098692,0.45,0.0,0.424,0.3314984,GRANULES INDIA LIMITED
184,0.0,0.5556,0.0488,0.25,0.0,0.45000000000000007,0.21838000000000002,GRAPHITE INDIA LIMITED
185,0.0,0.7778,0.10314499999999999,0.45,0.0,0.41,0.33168900000000007,GRP Limited
186,0.0,0.5556,0.0732,0.25,0.0,0.45000000000000007,0.22326000000000001,GTL Infrastructure Limited
187,0.0,0.7778,0.09335636363636363,0.45,0.0,0.4109090909090909,0.32977672727272733,GTPL HATHWAY LIMITED
188,0.0,0.5556,0.10196,0.25,0.0,0.45999999999999996,0.22951199999999997,GUJARAT GAS LIMITED
189,0.0,0.5556,0.08713000000000001,0.35,0.0,0.468,0.256946,GUJARAT INDUSTRIES POWER COMPANY LIMITED
190,0.0,0.7778,0.065325,0.25,0.0,0.4,0.26362500000000005,GUJARAT STATE FERTILIZERS & CHEMICALS LIMITED
191,0.0,0.5556,0.03991,0.45,0.0,0.42799999999999994,0.27550199999999997,Ganesh Housing Corporation Limited
192,0.0,0.5556,0.0732,0.25,0.0,0.45000000000000007,0.22326000000000001,Gateway Distriparks Limited
193,0.5,0.7778,0.0204625,0.7,0.0,0.47,0.4681525,General Insurance Corporation of India
194,0.3,0.7778,0.07322999999999999,0.7,0.0,0.5925,0.454831,Geojit Financial Services Limited
195,0.65,0.7778,0.110066,0.7,0.0,0.6419999999999999,0.5171732000000001,Glenmark Pharmaceuticals Limited
196,0.0,0.5556,0.059475,0.25,0.0,0.4225,0.21914,Go Fashion (India) Limited
197,0.0,0.5556,0.06758,0.25,0.0,0.4533333333333333,0.22230266666666665,Godrej Consumer Products Limited
198,0.0,0.7778,0.042944,0.25,0.0,0.37,0.25764880000000007,Godrej Properties Limited
199,0.0,0.5556,0.02196,0.25,0.0,0.38333333333333336,0.20967866666666668,Goldiam International Limited
200,0.45,0.7778,0.09634749999999999,0.7,0.0,0.6675,0.48570450000000004,Goodyear India Limited
201,0.0,0.7778,0.081385,0.35,0.0,0.444,0.299037,Grasim Industries Limited
202,0.3,0.7778,0.09235,0.7,0.0,0.6,0.45903000000000005,Gujarat Alkalies and Chemicals Limited
203,0.0,0.5556,0.04148,0.45,0.0,0.2,0.264416,Gujarat Ambuja Exports Limited
204,0.0,0.5556,0.02125,0.45,0.0,0.424,0.27157,Gujarat Fluorochemicals Limited
205,0.3,0.7778,0.04473333333333333,0.7,0.0,0.3944444444444445,0.4392288888888889,Gujarat Narmada Valley Fertilizers & Chemicals Limited
206,0.0,0.7778,0.0488,0.25,0.0,0.6399999999999999,0.27232,Gujarat Pipavav Port Limited
207,0.0,0.5556,0.0488,0.25,0.0,0.5,0.22088,HAWKINS COOKERS LIMITED
208,0.0,0.5556,0.058314285714285714,0.25,0.0,0.4257142857142857,0.21906857142857145,HCL Technologies Limited
209,0.0,0.5556,0.06222,0.45,0.0,0.2,0.268564,HDFC Asset Management Company Limited
210,0.0,0.7778,0.064194,0.25,0.0,0.404,0.2635988,HDFC Bank Limited
211,0.65,0.7778,0.15852,0.7,0.0,0.6033333333333333,0.5249306666666668,HDFC Life Insurance Company Limited
212,0.0,0.5556,0.04236714285714286,0.25,0.0,0.4114285714285714,0.21516485714285716,HEG Limited
213,0.0,0.5556,0.06572142857142857,0.45,0.0,0.3642857142857143,0.27747857142857146,HEXA TRADEX LIMITED
214,0.0,0.7778,0.11704250000000001,0.45,0.0,0.615,0.34471850000000004,HFCL Limited
215,0.6,0.7778,0.0244,0.7,0.0,0.75,0.49794000000000005,HINDALCO INDUSTRIES LIMITED
216,0.3,0.7778,0.113894,0.7,0.0,0.594,0.46303880000000003,HINDUJA GLOBAL SOLUTIONS LIMITED
217,0.45,1.0,0.07273285714285714,0.7,0.0,0.4114285714285714,0.512618,HINDUSTAN AERONAUTICS LIMITED
218,0.0,0.5556,0.04514,0.25,0.0,0.42500000000000004,0.21639799999999998,HINDUSTAN COPPER LIMITED
219,0.3,0.7778,0.06319333333333334,0.7,0.0,0.5677777777777777,0.4515875555555556,HINDUSTAN PETROLEUM COPORATION LIMITED
220,0.5,0.7778,0.06551,0.7,0.0,0.38333333333333336,0.4728286666666667,Happiest Minds Technologies Limited
221,0.0,0.5556,0.0244,0.25,0.0,0.2,0.201,Harsha Engineers International Limited
222,0.0,0.5556,0.061,0.25,0.0,0.4044444444444445,0.21854222222222222,Hathway Cable and Datacom Limited
223,0.45,0.7778,0.040925,0.7,0.0,0.615,0.471995,Healthcare Global Enterprises Limited
224,0.0,0.5556,0.07548142857142857,0.25,0.0,0.39714285714285713,0.2210734285714286,Hemisphere Properties India Limited
225,0.0,0.5556,0.02074,0.25,0.0,0.2,0.200268,Hero MotoCorp Limited
226,0.0,0.7778,0.07841250000000001,0.45,0.0,0.5983333333333333,0.3361591666666667,Himadri Speciality Chemical Ltd
227,0.0,0.5556,0.0488,0.25,0.0,0.45000000000000007,0.21838000000000002,Hindustan Construction Company Ltd.
228,0.3,0.7778,0.021028,0.7,0.0,0.6339999999999999,0.4464656,Hindustan Unilever Limited
229,0.3,0.7778,0.061305,0.7,0.0,0.4475,0.445196,Hindustan Zinc Limited
230,0.0,0.5556,0.08662,0.25,0.0,0.49,0.227944,Hindware Home Innovation Limited
231,0.65,0.7778,0.154585,0.7,0.0,0.585,0.523227,Home First Finance Company India Limited
232,0.0,0.5556,0.02074,0.25,0.0,0.2,0.200268,Honeywell Automation India Limited
233,0.3,0.7778,0.08488,0.7,0.0,0.3666666666666667,0.44586933333333334,Housing & Urban Development Corporation Limited
234,0.0,0.5556,0.1109705,0.45,0.0,0.433,0.2899641,ICICI Bank Limited
235,0.65,0.7778,0.07853928571428573,0.7,0.0,0.6085714285714285,0.5091964285714287,ICICI Lombard General Insurance Company Limited
236,0.3,1.0,0.07961875,0.7,0.0,0.7725,0.50954875,ICICI Prudential Life Insurance Company Limited
237,0.3,1.0,0.09651090909090908,0.7,0.0,0.3954545454545455,0.4940749090909091,ICICI Securities Limited
238,0.0,0.7778,0.04148,0.25,0.0,0.43999999999999995,0.26085600000000003,ICRA Limited
239,0.3,0.7778,0.10128199999999998,0.7,0.0,0.424,0.4520164,IDBI Bank Ltd.
240,0.0,0.7778,0.07277249999999999,0.45,0.0,0.40750000000000003,0.3254895000000001,IDFC FIRST Bank Limited
241,0.0,0.5556,0.0732,0.25,0.0,0.45000000000000007,0.22326000000000001,IFCI Limited
242,0.0,0.5556,0.1707,0.25,0.0,0.45000000000000007,0.24276000000000003,IGARASHI MOTORS INDIA LIMITED
243,0.0,0.5556,0.04148,0.25,0.0,0.44399999999999995,0.21661599999999998,IIFL Finance Limited (“IIFL”)
244,0.3,0.7778,0.0637725,0.7,0.0,0.6333333333333333,0.4549811666666667,IIFL SECURITIES LIMITED
245,0.0,0.5556,0.09394000000000001,0.25,0.0,0.43999999999999995,0.22690799999999997,INDIAN OVERSEAS BANK
246,0.5,0.7778,0.076525,0.7,0.0,0.4083333333333333,0.4762816666666667,INDIAN RAILWAY FINANCE CORPORATION LIMITED
247,0.3,0.7778,0.11049999999999999,0.7,0.0,0.4,0.45266000000000006,INFOBEANS TECHNO. LTD.
248,0.0,0.5556,0.06954,0.45,0.0,0.43999999999999995,0.28202800000000006,INTELLECT DESIGN ARENA LIMITED
249,0.0,0.5556,0.06954,0.45,0.0,0.6399999999999999,0.292028,ION EXCHANGE (INDIA) LIMITED
250,0.3,0.7778,0.046692500000000005,0.7,0.0,0.6649999999999999,0.4531485,IRB Infrastructure Developers Limited
251,0.0,0.5556,0.0241225,0.45,0.0,0.2,0.2609445,IRM Energy Limited
252,0.3,0.7778,0.042395,0.7,0.0,0.46,0.44203900000000007,ITC Limited
253,0.0,0.7778,0.0244,0.25,0.0,0.2,0.24544000000000005,ITD Cementation India Limited
254,0.0,0.5556,0.11829999999999999,0.25,0.0,0.75,0.24728000000000003,India Shelter Finance Corporation Limited
