,specificity,actionability,compliance,outcome_evidence,risk_tone,transparency,TOS_final,doc_index
513,0.0,0.5556,0.06832,0.25,0.0,0.48666666666666664,0.22411733333333334,Sun Pharma Advanced Research Company Limited (SPARC)
514,0.0,0.5556,0.128015,0.25,0.0,0.69,0.246223,Sun Pharmaceutical Industries Limited
515,0.0,0.5556,0.04144,0.25,0.0,0.2,0.204408,Sundram Fasteners Limited
516,0.0,0.5556,0.039040000000000005,0.25,0.0,0.6033333333333333,0.22409466666666666,Sunteck Realty Ltd
517,0.45,0.7778,0.08558249999999999,0.7,0.0,0.46499999999999997,0.47342650000000003,Suprajit Engineering Limited
518,0.0,0.7778,0.06344,0.45,0.0,0.42,0.3242480000000001,Suven Life Sciences Limited
519,0.6,1.0,0.05641333333333333,0.7,0.0,0.4177777777777778,0.5321715555555555,Symphony Limited
520,0.6,0.7778,0.11276636363636364,0.7,0.0,0.4563636363636364,0.5009314545454546,Syngene International Limited
521,0.6,0.7778,0.08662,0.7,0.0,0.43999999999999995,0.494884,TCI Express Limited
522,0.3,0.7778,0.09576399999999999,0.7,0.0,0.41200000000000003,0.4503128,THE FEDERAL BANK LIMITED
523,0.0,0.5556,0.0,0.25,0.0,0.2,0.19612000000000002,THE INDIA CEMENTS LIMITED
524,0.0,0.5556,0.04392,0.25,0.0,0.41666666666666674,0.21573733333333334,THE SHIPPING CORPORATION OF INDIA LIMITED
525,0.0,0.7778,0.08787142857142857,0.45,0.0,0.44571428571428573,0.33042000000000005,TRIDENT LIMITED
526,0.0,0.5556,0.10247999999999999,0.25,0.0,0.49333333333333335,0.2312826666666667,TV Today Network Limited
527,0.0,0.5556,0.0732,0.25,0.0,0.45000000000000007,0.22326000000000001,TVS Supply Chain Solutions Limited
528,0.0,0.7778,0.09383714285714286,0.45,0.0,0.4257142857142857,0.3306131428571429,Tanla Platforms Limited
529,0.0,0.7778,0.039372500000000005,0.35,0.0,0.435,0.2901845,Tata Chemicals Limited
530,0.0,0.5556,0.10196,0.45,0.0,0.6599999999999999,0.29951199999999994,Tata Communications Limited
531,0.0,0.7778,0.081645,0.25,0.0,0.43499999999999994,0.268639,Tata Consultancy Services Limited
532,0.0,0.7778,0.10236875,0.25,0.0,0.6,0.2810337500000001,Tata Elxsi Limited
533,0.0,0.5556,0.02074,0.25,0.0,0.2,0.200268,Tata Investment Corporation Limited
534,0.45,0.7778,0.075925,0.7,0.0,0.5942857142857143,0.4779592857142857,Tata Power Company Limited
535,0.45,0.7778,0.057376666666666666,0.7,0.0,0.5911111111111111,0.47409088888888895,Tata Steel Limited
536,0.0,0.7778,0.126626,0.25,0.0,0.598,0.2857852,Tata Technologies Limited
537,0.0,0.7778,0.082738,0.25,0.0,0.622,0.27820760000000005,Tata Teleservices (Maharashtra) Limited (TTML)
538,0.0,0.7778,0.06222,0.25,0.0,0.41,0.26350400000000007,Texmaco Rail & Engineering Limited
539,0.5,0.7778,0.0488,0.7,0.0,0.45000000000000007,0.4728200000000001,The Great Eastern Shipping Company Limited
540,0.5,0.7778,0.083475,0.7,0.0,0.49,0.48175500000000004,The Karnataka Bank Limited
541,0.0,0.5556,0.0732,0.25,0.0,0.45000000000000007,0.22326000000000001,The Ramco Cements Limited
542,0.3,0.7778,0.045872,0.7,0.0,0.39,0.4392344,The South Indian Bank Limited
543,0.3,1.0,0.09516,0.7,0.0,0.42000000000000004,0.495032,Thermax Limited
544,0.0,0.5556,0.057155,0.45,0.0,0.4,0.277551,Thomas Cook  (India)  Limited
545,0.0,0.5556,0.06273000000000001,0.45,0.0,0.424,0.279866,Thyrocare Technologies Limited
546,0.0,0.7778,0.04514,0.25,0.0,0.2,0.24958800000000003,Tips Industries Limited
547,0.0,0.5556,0.06551,0.25,0.0,0.45999999999999996,0.222222,Torrent Power Limited
548,0.0,0.5556,0.0764325,0.45,0.0,0.2,0.2714065,Transport Corporation of India Limited
549,0.0,0.7778,0.04331,0.25,0.0,0.2,0.24922200000000005,Triveni Engineering & Industries Limited (TEIL)
550,0.0,0.7778,0.04144,0.25,0.0,0.2,0.248848,Tube Investments of India Limited
551,0.0,0.5556,0.04392,0.25,0.0,0.4533333333333333,0.21757066666666666,UCO BANK
552,0.0,0.5556,0.09624124999999999,0.45,0.0,0.425,0.28661824999999996,UFlex Limited
553,0.0,0.5556,0.0488,0.25,0.0,0.75,0.23338,UGRO Capital Limited
554,0.0,0.5556,0.019520000000000003,0.25,0.0,0.38333333333333336,0.20919066666666666,UNION BANK OF INDIA
555,0.0,0.5556,0.02074,0.25,0.0,0.2,0.200268,UNIPHOS ENTERPRISES LIMITED
556,0.0,0.5556,0.066395,0.25,0.0,0.43999999999999995,0.22139899999999998,UNITED BREWERIES LIMITED
557,0.3,0.7778,0.035518,0.7,0.0,0.54,0.44466360000000005,UNITED SPIRITS LIMITED
558,0.0,0.7778,0.119528,0.25,0.0,0.638,0.2863656,UPL LIMITED
559,0.0,0.7778,0.1341272727272727,0.45,0.0,0.42181818181818187,0.3384763636363637,UTI Asset Management Company Limited
560,0.3,1.0,0.08747,0.7,0.0,0.4533333333333333,0.49516066666666664,Ujjivan Small Finance Bank Limited
561,0.0,0.5556,0.04111,0.25,0.0,0.42,0.215342,UltraTech Cement Limited
562,0.0,0.5556,0.0764325,0.25,0.0,0.2,0.2114065,Utkarsh Small Finance Bank Limited
563,0.45,0.7778,0.05840142857142857,0.7,0.0,0.5757142857142857,0.47352600000000006,V-MART RETAIL LIMITED
564,0.0,0.5556,0.08296,0.25,0.0,0.7,0.237712,VA TECH WABAG LIMITED
565,0.0,0.5556,0.018544,0.45,0.0,0.404,0.2700288,VERANDA LEARNING SOLUTIONS LIMITED
566,0.0,0.7778,0.059075,0.25,0.0,0.41000000000000003,0.262875,VERITAS (INDIA) Limited
567,0.0,0.7778,0.099934,0.25,0.0,0.44799999999999995,0.2729468,VIDHI SPECIALTY FOOD INGREDIENTS LIMITED
568,0.0,0.7778,0.04059,0.25,0.0,0.2,0.24867800000000007,VISHNU PRAKASH R PUNGLIA LIMITED
569,0.0,0.5556,0.0488,0.45,0.0,0.2,0.26588,VRL LOGISTICS LIMITED
570,0.0,0.5556,0.11102,0.25,0.0,0.49,0.232824,VST INDUSTRIES LIMITED
571,0.65,0.7778,0.06273000000000001,0.7,0.0,0.404,0.4958060000000001,Vakrangee Limited
572,0.0,0.5556,0.065325,0.25,0.0,0.6399999999999999,0.231185,Vardhman Holdings Limited
573,0.0,0.5556,0.065325,0.25,0.0,0.6399999999999999,0.231185,Vardhman Textiles Limited
574,0.3,1.0,0.04421,0.7,0.0,0.6084615384615384,0.4942650769230769,Vedanta Limited
575,0.0,0.7778,0.06222,0.45,0.0,0.41000000000000003,0.32350400000000007,Vijaya Diagnostic Centre Limited
576,0.0,0.7778,0.042515000000000004,0.45,0.0,0.41666666666666663,0.3198963333333334,Vindhya Telelinks Limited
577,0.0,0.5556,0.06344,0.45,0.0,0.42,0.27980800000000006,Vodafone Idea Limited
578,0.0,0.5556,0.0488,0.25,0.0,0.5,0.22088,Voltas Limited
579,0.3,0.7778,0.08713499999999999,0.7,0.0,0.43999999999999995,0.449987,Waaree Renewable Technologies Limited (‘Waaree RTL’)
580,0.0,0.7778,0.038335,0.25,0.0,0.2,0.24822700000000003,Welspun Corp Limited
581,0.0,0.7778,0.04148,0.45,0.0,0.598,0.328756,Welspun Enterprises Limited
582,0.0,0.5556,0.08015,0.25,0.0,0.41666666666666674,0.22298333333333334,Welspun Living Limited (formerly known as Welspun India Limited)
583,0.0,0.7778,0.06255,0.45,0.0,0.38333333333333336,0.3222366666666667,Westlife Foodworld Limited
584,0.0,0.5556,0.036505,0.25,0.0,0.61,0.223921,Whirlpool of India Limited (“Company/Whirlpool”)
585,0.0,0.7778,0.079815,0.25,0.0,0.5,0.27152300000000007,Wipro Limited
586,0.0,0.5556,0.04148,0.25,0.0,0.5,0.21941599999999997,Xchanging Solutions Limited
587,0.0,0.7778,0.06222,0.25,0.0,0.4,0.26300400000000007,YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED
588,0.6,0.7778,0.07280857142857143,0.7,0.0,0.6357142857142857,0.5019074285714286,Yatra Online Limited
589,0.0,0.7778,0.05856,0.25,0.0,0.2,0.25227200000000005,Yes Bank Limited
590,0.0,0.7778,0.042722,0.45,0.0,0.594,0.32880440000000005,ZENSAR TECHNOLOGIES LIMITED
591,0.0,0.7778,0.0488,0.25,0.0,0.75,0.27782000000000007,ZF Commercial Vehicle Control Systems India Limited (‘ZF CVCS’)
592,0.0,0.5556,0.070815,0.25,0.0,0.61,0.230783,Zee Media Corporation Limited
593,0.0,0.7778,0.059918,0.45,0.0,0.404,0.3227436,Zen Technologies Limited
594,0.6,0.7778,0.06307,0.7,0.0,0.64,0.500174,Zomato Limited
595,0.5,0.7778,0.061305,0.7,0.0,0.4225,0.47394600000000003,Zydus Lifesciences Limited
596,0.65,0.7778,0.1340033333333333,0.7,0.0,0.5811111111111111,0.5189162222222223,Zydus Wellness Limited
597,0.0,0.5556,0.0244,0.35,0.0,0.41666666666666674,0.24183333333333332,eClerx Services Limited
598,0.0,0.7778,0.04233,0.25,0.0,0.2,0.24902600000000003,ideaForge Technology Limited
