NameOfTheCompany,Sector,P3_1_raw,P3_2_raw,P3_3_raw,P3_4_raw,P3_5_raw,P3_6_raw,P5_1_raw,P5_2_raw,P5_3_raw,P5_4_raw,P8_1_raw,P8_2_raw,P9_1_raw,P3_1_score,P3_2_score,P3_3_score,P3_4_score,P3_5_score,P3_6_score,P5_1_score,P5_2_score,P5_3_score,P5_4_score,P8_1_score,P8_2_score,P9_1_score,P3_composite,P5_composite,P8_composite,P9_composite,fatality_flag,flag_A,flag_B,flag_C,flag_D,social_quant_score,global_scored,final_social_score
Shanthi Gears Limited,Manufacturing,1.0,0.4375,0.06832981997947953,0.0,0.97315,0.7067,0.27116666666666667,1.0,0.5,0.0,0.305,0.0006963658993383998,0.0,34.89254108723135,47.97724399494311,2.827380952380949,0.0,23.893805309734518,80.83756345177665,77.24399494310998,18.63753213367609,60.93552465233881,38.91752577319588,64.66498103666245,0.40595399188092074,80.53097345132744,31.73808913267776,48.933644375580194,32.53546751427169,80.53097345132744,0,0,0,0,0,42.755428656797676,False,
Sharda Cropchem Limited,Manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.9845454545454545,0.0,0.0,0.00515,0.0,0.6666666666666666,98.4197218710493,2.5284450063211126,98.28869047619048,0.0,98.48293299620734,97.20812182741116,69.0897597977244,40.231362467866326,89.25410872313527,38.91752577319588,88.49557522123894,63.93775372124493,40.58154235145386,65.82131869619657,59.37318919048047,76.21666447124193,40.58154235145386,0,0,0,0,0,62.59979760097847,False,
Sharda Motor Industries Limited,Manufacturing,1.0,0.625,1.0678959715546686e-07,0.34,1.0,0.6388,0.9823166666666667,1.0,0.8312799999999999,0.0,0.46245,0.0,1.0,34.89254108723135,69.59544879898863,93.60119047619048,74.3362831858407,10.429835651074598,84.7715736040609,15.549936788874845,18.63753213367609,38.4323640960809,38.91752577319588,45.0063211125158,63.93775372124493,16.56131479140329,61.271145467231115,27.88433969795693,54.47203741688037,16.56131479140329,0,0,0,0,0,44.094914172849755,False,
Sheela Foam Limited,Manufacturing,1.0,0.25,0.050026602536817906,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.45085,0.0,0.0,34.89254108723135,20.606826801517066,3.422619047619051,90.0,10.429835651074598,23.794416243654823,7.458912768647281,18.63753213367609,60.93552465233881,38.91752577319588,46.77623261694058,63.93775372124493,80.53097345132744,90.0,31.487373831964515,55.35699316909276,80.53097345132744,1,0,0,0,0,63.37722716168423,False,
Shilchar Technologies Limited,Manufacturing,0.62965,0.62965,0.00030924191560600185,0.0,0.426,1.0,0.5701,0.8648648648648649,0.0,0.0,0.48625,0.0,0.0,82.17446270543616,74.71554993678888,75.74404761904762,0.0,81.16308470290771,23.794416243654823,48.29329962073325,55.65552699228792,89.25410872313527,38.91752577319588,41.71934260429836,63.93775372124493,80.53097345132744,56.265260201305864,90.0,52.828548162771646,80.53097345132744,0,0,1,0,0,69.98348365007084,False,
Shivalik Rasayan Limited,Manufacturing,0.0967,0.0,,0.0,0.8237,1.0,0.585,0.9428463674700861,1.0,0.0,0.1,0.0,1.0,95.82806573957016,2.5284450063211126,,0.0,42.098609355246516,23.794416243654823,47.281921618204805,44.987146529562985,17.38305941845765,38.91752577319588,81.41592920353982,63.93775372124493,16.56131479140329,32.84990726895852,37.142413334855334,72.67684146239237,16.56131479140329,0,0,0,0,0,38.697465273281956,False,
Shoppers Stop Limited,Manufacturing,1.0,1.0,0.0010707046492418992,0.0,0.97495,0.1259,0.29255000000000003,1.0,0.5,0.008123476848090982,0.063,0.0,1.0,34.89254108723135,93.8685208596713,46.13095238095239,0.0,23.76738305941845,93.14720812182742,75.34766118836916,18.63753213367609,60.93552465233881,91.1082474226804,84.19721871049305,63.93775372124493,16.56131479140329,48.634434251516815,61.50724134926611,74.067486215869,16.56131479140329,0,0,0,0,0,53.74756258437054,False,
Shree Cement Limited,Manufacturing,1.0,0.375,0.0005749423171086002,0.14,0.52015,1.0,0.6417,1.0,0.95245,0.0,0.2774,1.5519073009512635e-05,1.0,34.89254108723135,40.07585335018963,61.75595238095239,90.0,71.04930467762325,23.794416243654823,45.13274336283186,18.63753213367609,35.77749683944374,38.91752577319588,67.13021491782554,3.1123139377537257,16.56131479140329,90.0,34.61632452728689,35.12126442778963,16.56131479140329,1,0,0,0,0,55.04003472785919,False,
Shriram Finance Limited (SFL),Manufacturing,1.0,1.0,0.0009983517231292268,0.0,0.9461,0.794,0.3153666666666667,0.7894627746482308,1.0,0.0006604292790313704,0.20500000000000002,6.044175996354728e-12,0.3333333333333333,34.89254108723135,93.8685208596713,47.76785714285714,0.0,27.307206068268016,73.98477157360406,73.95701643489254,65.93830334190231,17.38305941845765,78.8659793814433,72.62958280657395,16.644113667117722,52.275600505689,46.303482788605315,59.036089644173956,44.636848236845836,52.275600505689,0,0,0,0,0,51.10711177699879,False,
Shyam Metalics and Energy Limited,Manufacturing,0.5,0.021812500000000012,0.00016000000000114284,1.5,0.68655,0.8979,0.34933333333333333,0.7360684460827815,0.5,0.0,0.4213,7.17509401904762e-11,0.0,88.62199747155499,5.436156763590392,84.375,89.00126422250315,56.63716814159292,62.37309644670051,65.61314791403288,74.42159383033419,60.93552465233881,38.91752577319588,49.05183312262958,10.284167794316645,80.53097345132744,64.40744717432365,59.97194804247544,29.668000458473113,80.53097345132744,0,0,0,0,0,59.25645809849958,False,
Signatureglobal (India) Limited,Manufacturing,1.0,1.0,0.0004433498785835816,0.0,0.33625000000000005,0.8082,0.3333333333333333,0.9328358208955224,0.5,0.0,0.61095,0.0,0.0,34.89254108723135,93.8685208596713,68.1547619047619,0.0,86.85208596713022,72.33502538071066,69.0897597977244,46.27249357326478,60.93552465233881,38.91752577319588,14.791403286978507,63.93775372124493,80.53097345132744,59.350489199917575,53.80382594913097,39.36457850411172,80.53097345132744,0,0,0,0,0,56.52931888291238,False,
Sirca Paints India Limited,Manufacturing,0.24275,0.238225,,0.0,0.19415,0.2438,0.92815,0.10092667408484081,0.0,0.0,0.19245,6.4160081970920724e-12,1.0,95.06953223767383,11.757269279393173,,0.0,92.41466498103667,92.25888324873097,16.56131479140329,93.573264781491,89.25410872313527,38.91752577319588,73.83059418457648,16.37347767253044,16.56131479140329,58.30006994936692,59.57655351730636,45.10203592855346,16.56131479140329,0,0,0,0,0,52.593258579227346,False,
Siyaram Silk Mills Limited,Manufacturing,1.0,0.25,0.0011255926859578618,0.0,1.0,1.0,1.0,0.65718882781903,0.5,0.0,0.55775,0.0,1.0,34.89254108723135,20.606826801517066,44.791666666666664,0.0,10.429835651074598,23.794416243654823,7.458912768647281,81.36246786632391,60.93552465233881,38.91752577319588,19.848293299620735,63.93775372124493,16.56131479140329,22.41921440835742,47.168607765126474,41.89302351043283,16.56131479140329,0,0,0,0,0,33.41678348684249,False,
Solar Industries India Limited,Manufacturing,1.0,0.25,0.0009886627149379914,0.91,1.0,1.0,0.8333333333333334,0.9003601440576231,1.0,0.0,0.4965,0.0,0.3333333333333333,34.89254108723135,20.606826801517066,48.06547619047619,90.0,10.429835651074598,23.794416243654823,24.525916561314787,50.771208226221084,17.38305941845765,38.91752577319588,39.443742098609356,63.93775372124493,52.275600505689,90.0,32.89942749479735,51.69074790992714,52.275600505689,1,0,0,0,0,60.49597186023705,False,
Solara Active Pharma Sciences Limited,Manufacturing,1.0,0.625,0.000579931854530283,2.93,0.7155499999999999,0.9597,1.0,0.8726090511997128,1.0,0.0,0.46,0.0,1.0,34.89254108723135,69.59544879898863,61.45833333333333,92.79393173198481,53.855878634639694,53.743654822335024,7.458912768647281,54.498714652956295,17.38305941845765,38.91752577319588,45.51201011378002,63.93775372124493,16.56131479140329,90.0,29.564553153314275,54.72488191751248,16.56131479140329,1,0,0,0,0,56.212457370427195,False,
Sona BLW Precision Forgings Limited (“Sona Comstar”),Manufacturing,1.0,0.30000000000000004,0.0011005462854631809,0.34,0.9693,0.9876,1.0,0.8666666666666667,0.5,0.0,0.6,0.0,0.0,34.89254108723135,31.98482932996207,45.238095238095234,74.3362831858407,24.27307206068268,49.74619289340102,7.458912768647281,55.1413881748072,60.93552465233881,38.91752577319588,15.992414664981041,63.93775372124493,80.53097345132744,43.411835632535514,40.61333784224729,39.965084193112986,80.53097345132744,0,0,0,0,0,45.62726247190045,False,
Spandana Sphoorty Financial Limited (“SSFL or Company”),Manufacturing,1.0,1.0,0.0010719137816141858,0.0,0.7583,0.7766,0.32656666666666667,0.9920553793026742,1.0,0.0,0.0,2.077352289865429e-11,0.0,34.89254108723135,93.8685208596713,45.98214285714286,0.0,49.43109987357776,76.26903553299492,72.56637168141593,38.94601542416453,17.38305941845765,38.91752577319588,94.43742098609356,12.719891745602169,80.53097345132744,50.073890035103034,41.953243074308496,53.57865636584786,80.53097345132744,0,0,0,0,0,50.803086890059106,False,
Speciality Restaurants Limited,Manufacturing,1.0,0.5,0.0010542055128480662,0.0,0.8532,0.9597,0.6577500000000001,1.0,0.5,0.0,0.5449999999999999,0.0,0.6666666666666666,34.89254108723135,54.9936788874842,46.42857142857143,0.0,38.558786346396964,53.743654822335024,44.24778761061947,18.63753213367609,60.93552465233881,38.91752577319588,22.56637168141593,63.93775372124493,40.58154235145386,38.102872095336494,40.684592542457565,43.25206270133043,40.58154235145386,0,0,0,0,0,40.0267198683397,False,
Sportking India Limited,Manufacturing,1.0,0.625,0.0010129996605299542,0.0,0.5,1.0,0.6666666666666666,0.6966731898238747,0.5,0.0,0.015,0.0,1.0,34.89254108723135,69.59544879898863,47.023809523809526,0.0,75.53729456384323,23.794416243654823,40.202275600505686,78.79177377892032,60.93552465233881,38.91752577319588,87.0417193426043,63.93775372124493,16.56131479140329,41.80725170292126,54.71177495124017,75.48973653192462,16.56131479140329,0,0,0,0,0,48.85161387303159,False,
Star Cement Limited,Manufacturing,1.0,0.25,0.0003453123275588493,0.16,0.8502,1.0,1.0,0.932191014654192,0.5,0.0,0.5312,0.0,1.0,34.89254108723135,20.606826801517066,73.21428571428572,90.0,38.81163084702908,23.794416243654823,7.458912768647281,46.40102827763496,60.93552465233881,38.91752577319588,25.41087231352718,63.93775372124493,16.56131479140329,90.0,38.428247867954234,44.674313017386055,16.56131479140329,1,0,0,0,0,57.80716518553221,False,
Steel Authority of India Limited,Manufacturing,1.0,1.0,0.007281094047435915,0.12,0.30465,1.0,0.12873333333333334,1.0,0.0,0.0008515469770082316,0.1464,0.00020223091733974957,1.0,34.89254108723135,93.8685208596713,9.82142857142857,90.0,88.62199747155499,23.794416243654823,83.56510745891276,18.63753213367609,89.25410872313527,79.5103092783505,78.12895069532237,1.3531799729364025,16.56131479140329,90.0,67.74176439851865,39.74106533412939,16.56131479140329,1,0,0,0,0,67.32690881874126,False,
Steel Strips Wheels Limited,Manufacturing,1.0,0.5625,0.00030083331220051086,0.85,0.9171,1.0,1.0,1.0,0.5,0.0,0.27885,4.483512080496976e-12,0.0,34.89254108723135,60.42983565107459,76.48809523809524,90.0,30.72060682680153,23.794416243654823,7.458912768647281,18.63753213367609,60.93552465233881,38.91752577319588,67.00379266750949,18.538565629228685,80.53097345132744,90.0,31.487373831964515,42.771179148369086,80.53097345132744,1,0,0,0,0,61.48935505857568,False,
Sterling Tools Limited,Manufacturing,1.0,0.436175,0.0005786344372119791,0.0,0.60775,1.0,0.5232166666666667,1.0,1.0,0.0,0.49195,0.0,0.0,34.89254108723135,46.523388116308475,61.607142857142854,0.0,64.0960809102402,23.794416243654823,50.56890012642225,18.63753213367609,17.38305941845765,38.91752577319588,40.58154235145386,63.93775372124493,80.53097345132744,38.48559486909628,31.376754362937966,52.2596480363494,80.53097345132744,0,0,0,0,0,42.26814652525195,False,
Strides Pharma Science Limited (“Strides” / “Company”),Manufacturing,1.0,0.4375,0.01089095855816615,1.3,0.81705,0.7395,0.9402666666666667,0.762708515540782,0.66765,0.0071174377224199285,0.1093,2.3220629120938985e-11,0.0,34.89254108723135,47.97724399494311,6.99404761904762,87.86346396965865,43.36283185840708,79.56852791878173,16.434892541087237,70.82262210796915,43.10998735777497,89.94845360824742,80.40455120101137,12.313937753721248,80.53097345132744,50.10977607467825,55.0789889037697,46.35924447736631,80.53097345132744,0,0,0,0,0,54.32854056292838,False,
Styrenix Performance Materials Limited,Manufacturing,1.0,0.49801249999999997,0.000571760936382005,23.032799999999405,0.69355,1.0,0.29541666666666666,1.0,0.75,0.0,0.165,0.0,1.0,34.89254108723135,52.338811630847026,62.05357142857143,98.86219974715549,55.878634639696585,23.794416243654823,74.96839443742098,18.63753213367609,40.83438685208597,38.91752577319588,76.35903919089759,63.93775372124493,16.56131479140329,54.63669579619279,43.33945979909473,70.14839645607125,16.56131479140329,0,0,0,0,0,49.20188019571129,False,
Sudarshan Chemical Industries Limited (“Sudarshan / the Company”),Manufacturing,1.0,0.5625,0.00022303943821161558,0.581,0.8337,0.8121,0.6637166666666666,0.4161269841269841,0.825,0.0,0.5,0.0,1.0,34.89254108723135,60.42983565107459,80.95238095238095,80.27812895069532,40.58154235145386,71.44670050761421,43.99494310998736,91.25964010282776,38.74841972187105,38.91752577319588,35.524652338811634,63.93775372124493,16.56131479140329,61.43018825007505,53.230132176970514,49.73120303002828,16.56131479140329,0,0,0,0,0,52.31843349561427,False,
Sun Pharma Advanced Research Company Limited (SPARC),Manufacturing,1.0,1.0,0.026386027262241894,0.0,1.0,1.0,0.5,0.5494798815496668,0.5,0.0,0.495,0.0,0.0,34.89254108723135,93.8685208596713,4.464285714285708,0.0,10.429835651074598,23.794416243654823,53.72945638432364,88.56041131105398,60.93552465233881,38.91752577319588,39.94943109987358,63.93775372124493,80.53097345132744,27.908266592652968,60.535729530228075,51.943592410559255,80.53097345132744,0,0,0,0,0,48.19544817935764,False,
Sun Pharmaceutical Industries Limited,Manufacturing,1.0,0.25,0.0013101449112451339,0.06,1.0,1.0,1.0,0.8053343021901754,0.5,0.0010565240359218173,0.4809,0.0,0.3333333333333333,34.89254108723135,20.606826801517066,40.773809523809526,60.30341340075853,10.429835651074598,23.794416243654823,7.458912768647281,64.01028277634961,60.93552465233881,80.15463917525774,42.35145385587863,63.93775372124493,52.275600505689,31.80014045134098,53.139839843148366,53.14460378856178,90.0,0,0,0,1,0,48.290690693922585,False,
Sundaram Clayton Limited,Manufacturing,1.0,0.25,0.008688544846634685,0.22,0.7240500000000001,0.8689,1.0,0.5,0.56,0.0,0.69,0.0,0.3333333333333333,34.89254108723135,20.606826801517066,7.886904761904773,70.41719342604297,53.476611883691525,65.60913705583756,7.458912768647281,89.78149100257069,46.83944374209861,38.91752577319588,7.142857142857139,63.93775372124493,52.275600505689,42.14820250270421,90.0,35.540305432051035,52.275600505689,0,0,1,0,0,58.91788686645823,False,
Sundram Fasteners Limited,Manufacturing,1.0,0.25,0.00046171251517026287,0.05,1.0,1.0,0.8333333333333334,1.0,0.6,0.0,0.185,3.465391946021424e-11,1.0,34.89254108723135,20.606826801517066,67.41071428571428,59.41845764854614,10.429835651074598,23.794416243654823,24.525916561314787,18.63753213367609,45.259165613147914,38.91752577319588,74.58912768647282,11.366711772665766,16.56131479140329,36.09213195295638,31.835035020333667,42.977919729569294,16.56131479140329,0,0,0,0,0,33.68193447687506,False,
Suprajit Engineering Limited,Manufacturing,1.0,0.625,,0.0,0.9136500000000001,1.0,0.5938666666666667,0.75,1.0,0.0,0.69,0.0,0.3333333333333333,34.89254108723135,69.59544879898863,,0.0,31.605562579013906,23.794416243654823,46.90265486725663,72.17223650385604,17.38305941845765,38.91752577319588,7.142857142857139,63.93775372124493,52.275600505689,31.977593741777742,43.843869140691545,35.540305432051035,52.275600505689,0,0,0,0,0,38.694997561329686,False,
Supreme Industries Limited,Manufacturing,1.0,0.46598125,0.00019770323684010309,6.76,0.61175,1.0,0.7613500000000001,1.0,0.5,0.0,0.37205,9.861929110279185e-13,1.0,34.89254108723135,51.07458912768648,82.88690476190476,96.20733249051833,63.59039190897598,23.794416243654823,32.743362831858406,18.63753213367609,60.93552465233881,38.91752577319588,56.1314791403287,23.410013531799734,16.56131479140329,58.74102926999529,37.8084863477673,39.77074633606422,16.56131479140329,0,0,0,0,0,44.35112535926663,False,
Supreme Petrochem Limited (SPL),Manufacturing,1.0,0.625,0.00012884804363402913,0.0,1.0,1.0,0.8333333333333334,1.0,0.0,0.041666666666666664,0.0099,0.0,1.0,34.89254108723135,69.59544879898863,86.30952380952381,0.0,10.429835651074598,23.794416243654823,24.525916561314787,18.63753213367609,89.25410872313527,98.4536082474227,88.11630847029078,63.93775372124493,16.56131479140329,37.5036275984122,57.71779141638721,76.02703109576785,16.56131479140329,0,0,0,0,0,48.26286417860591,False,
Supriya Lifescience Limited,Manufacturing,0.5,0.5,0.02000000000344231,0.0,0.98515,0.8213,0.5,0.025762748026456155,0.5,0.0,0.475,0.0,0.3333333333333333,88.62199747155499,54.9936788874842,5.05952380952381,0.0,22.756005056890018,70.55837563451777,53.72945638432364,95.11568123393316,60.93552465233881,38.91752577319588,43.48925410872313,63.93775372124493,52.275600505689,40.331596809995126,62.17454701094787,53.71350391498403,52.275600505689,0,0,0,0,0,51.178315815646314,False,
Suven Life Sciences Limited,Manufacturing,1.0,0.75,0.032090698093096115,0.0,0.90785,1.0,0.6666666666666666,0.4455583695861184,0.0,0.0,0.5,0.0,0.0,34.89254108723135,80.65739570164348,4.017857142857139,0.0,32.364096080910244,23.794416243654823,40.202275600505686,90.61696658097686,89.25410872313527,38.91752577319588,35.524652338811634,63.93775372124493,80.53097345132744,29.287717709382843,64.74771916945343,49.73120303002828,80.53097345132744,0,0,0,0,0,49.88956659269883,False,
Swaraj Engines Limited,Manufacturing,1.0,0.25,0.0019460767734844,0.28,1.0,1.0,1.0,0.6362088535754824,1.0,0.04177892189961736,0.535,0.0,0.3333333333333333,34.89254108723135,20.606826801517066,31.25,72.31352718078381,10.429835651074598,23.794416243654823,7.458912768647281,82.51928020565552,17.38305941845765,99.29123711340206,24.08343868520859,63.93775372124493,52.275600505689,32.21452449404361,51.66312237654063,44.01059620322676,52.275600505689,0,0,0,0,0,42.797052110459575,False,
Syrma SGS Technology Limited,Manufacturing,0.96295,0.55931875,0.0012697593510354397,0.1,0.23170000000000002,0.9372,0.6844666666666667,0.602087794362352,1.0,0.0,0.1216,0.0,1.0,73.45132743362831,58.91276864728192,41.51785714285714,62.831858407079636,91.90897597977244,58.24873096446701,35.903919089759796,85.73264781491002,17.38305941845765,38.91752577319588,79.39317319848294,63.93775372124493,16.56131479140329,64.47858642918108,44.48428802408083,71.66546345986393,16.56131479140329,0,0,0,0,0,53.76688637822065,False,
TAJ GVK HOTELS & RESORTS LIMITED,Manufacturing,1.0,1.0,0.22383790554381047,0.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.030303030303030304,0.665,0.0,0.0,34.89254108723135,93.8685208596713,0.5208333333333428,0.0,10.429835651074598,23.794416243654823,69.0897597977244,18.63753213367609,17.38305941845765,97.6159793814433,8.407079646017706,63.93775372124493,80.53097345132744,27.2510245291609,50.68158268282536,36.17241668363132,80.53097345132744,0,0,0,0,0,42.11792359833068,False,
TAMILNADU NEWSPRINT & PAPERS LIMITED,Manufacturing,1.0,0.2502375,,0.34,0.4989,1.0,0.01735,0.8354430379746836,1.0,0.0125,0.385,,1.0,34.89254108723135,28.697850821744623,,74.3362831858407,77.11757269279393,23.794416243654823,89.00126422250317,59.6401028277635,17.38305941845765,93.1701030927835,53.413400758533506,,16.56131479140329,47.76773280625309,64.79863239037695,53.413400758533506,16.56131479140329,0,0,0,0,0,51.454756052053526,False,
TARSONS PRODUCTS LIMITED,Manufacturing,0.9,0.748625,0.0003275177572378214,0.0,0.87005,1.0,0.5834,1.0,1.0,0.0,0.2542,0.0,0.3333333333333333,76.48546144121366,77.49683944374209,75.0,0.0,36.03034134007586,23.794416243654823,47.53476611883691,18.63753213367609,17.38305941845765,38.91752577319588,68.77370417193426,63.93775372124493,52.275600505689,48.13450974478107,30.61822086104163,66.3557289465896,52.275600505689,0,0,0,0,0,45.151100591834336,False,
TCPL Packaging Limited,Manufacturing,0.95155,0.42920625,0.0006157577279153265,0.0,0.7258,0.9815,0.44683333333333336,0.7840490797546013,0.5,0.0,0.5,0.0,0.0,74.08343868520859,46.396965865992414,59.970238095238095,0.0,53.35018963337547,50.380710659898476,60.42983565107459,67.35218508997428,60.93552465233881,38.91752577319588,35.524652338811634,63.93775372124493,80.53097345132744,47.36359048995217,56.90876779164589,49.73120303002828,80.53097345132744,0,0,0,0,0,54.37628272269393,False,
TD Power Systems Limited,Manufacturing,0.5,0.0625,0.001049999723684283,6.2,0.5252,0.027422,0.8333333333333334,0.8657937806873978,0.76,0.0,0.645,0.0,0.6666666666666666,88.62199747155499,6.32111251580278,46.577380952380956,95.9544879898862,70.41719342604299,93.78172588832487,24.525916561314787,55.26992287917738,40.58154235145386,38.91752577319588,10.24020227560051,63.93775372124493,40.58154235145386,66.94564970733212,39.823726891285474,37.08897799842272,40.58154235145386,0,0,0,0,0,50.33806522979156,False,
TEGA INDUSTRIES LIMITED,Manufacturing,0.9627,0.7716375,0.05144569872816066,0.78,0.6697,1.0,0.6456000000000001,0.9410372044618174,1.0,0.0,0.41675,1.695523752317777e-05,1.0,73.57774968394438,84.19721871049305,3.2738095238095184,83.56510745891276,58.280657395701645,23.794416243654823,44.62705436156763,45.24421593830334,17.38305941845765,38.91752577319588,49.557522123893804,2.841677943166445,16.56131479140329,54.448159836086035,36.542963872881124,26.199600033530125,16.56131479140329,0,0,0,0,0,40.15537277411265,False,
TGV SRAAC LIMITED (formerly Known as Sree Rayalaseema Alkalies and Allied Chemicals Limited),Manufacturing,1.0,0.6987,0.22383790554381047,0.0,0.50005,0.0,0.8333333333333334,,0.0,,0.37860000000000005,0.0006963658993383998,0.6666666666666666,34.89254108723135,76.48546144121366,0.5208333333333428,0.0,73.51453855878634,97.20812182741116,24.525916561314787,,89.25410872313527,,54.48798988621997,0.40595399188092074,40.58154235145386,47.103582707995976,56.89001264222503,27.446971939050446,40.58154235145386,0,0,0,0,0,46.928137533980106,False,
THE INDIA CEMENTS LIMITED,Manufacturing,1.0,0.4375,0.002682705671168887,0.0,0.26625,1.0,1.0,0.7848850980210317,1.0,0.0,0.00375,0.0,0.0,34.89254108723135,47.97724399494311,23.511904761904773,90.0,90.51833122629583,23.794416243654823,7.458912768647281,67.09511568123393,17.38305941845765,38.91752577319588,88.74841972187104,63.93775372124493,80.53097345132744,90.0,32.713653410383685,76.343086721558,80.53097345132744,1,0,0,0,0,66.95433904700073,False,
THE SHIPPING CORPORATION OF INDIA LIMITED,Manufacturing,1.0,1.0,0.0,0.15,0.9592,0.842,0.45106666666666667,1.0,0.0,0.0,0.74605,0.0,0.0,34.89254108723135,93.8685208596713,98.28869047619048,65.86599241466497,25.537294563843233,68.4010152284264,59.92414664981037,18.63753213367609,89.25410872313527,38.91752577319588,5.056890012642228,63.93775372124493,80.53097345132744,64.47567577167129,51.683328319954406,34.49732186694358,80.53097345132744,0,0,0,0,0,57.107130845826845,False,
THE UGAR SUGAR WORKS LIMITED,Manufacturing,0.5,0.125,,5.3256,0.23255,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,88.62199747155499,7.774968394437421,,95.57522123893804,91.78255372945638,97.20812182741116,95.448798988622,18.63753213367609,89.25410872313527,38.91752577319588,0.37926675094817597,63.93775372124493,16.56131479140329,76.1925725323596,60.56449140465731,32.158510236096554,16.56131479140329,0,0,0,0,0,58.15450901912871,False,
THEMIS MEDICARE LIMITED,Manufacturing,1.0,0.375,0.00047281202196098156,0.0,1.0,1.0,0.8333333333333334,1.0,0.5,0.0,0.61475,0.0,0.3333333333333333,34.89254108723135,40.07585335018963,66.81547619047619,0.0,10.429835651074598,23.794416243654823,24.525916561314787,18.63753213367609,60.93552465233881,38.91752577319588,14.5385587863464,63.93775372124493,52.275600505689,29.33468708710443,35.75412478013139,39.238156253795665,52.275600505689,0,0,0,0,0,35.361101996526,False,
THIRUMALAI CHEMICALS LIMITED,Manufacturing,1.0,0.375,0.0006629752719412826,0.55,0.7653,0.6916,0.98705,1.0,0.5,0.0,0.7775000000000001,0.0,0.6666666666666666,34.89254108723135,40.07585335018963,58.482142857142854,79.26675094816687,48.798988621997474,81.59898477157361,15.297092288242737,18.63753213367609,60.93552465233881,38.91752577319588,3.5398230088495666,63.93775372124493,40.58154235145386,57.18587693938363,33.446918711863376,33.73878836504725,40.58154235145386,0,0,0,0,0,43.69974481480811,False,
TIMEX GROUP INDIA LIMITED,Manufacturing,1.0,0.25,,0.0,0.58545,0.9498,0.7198333333333333,1.0,1.0,0.0,0.1915,0.0,0.0,34.89254108723135,20.606826801517066,,0.0,65.99241466498103,56.09137055837564,34.7661188369153,18.63753213367609,17.38305941845765,38.91752577319588,73.95701643489254,63.93775372124493,80.53097345132744,35.51663062242102,27.426059040561228,68.94738507806873,80.53097345132744,0,0,0,0,0,42.200978020007895,False,
TIMKEN INDIA LIMITED,Manufacturing,1.0,0.25,,0.0,1.0,1.0,1.0,0.7492983800399889,1.0,0.0,0.355,0.00012572926107588792,1.0,34.89254108723135,20.606826801517066,,0.0,10.429835651074598,23.794416243654823,7.458912768647281,72.75064267352185,17.38305941845765,38.91752577319588,58.659924146649814,1.7591339648173232,16.56131479140329,17.94472395669557,34.127535158455665,30.20952905573357,16.56131479140329,0,0,0,0,0,25.310087725638073,False,
TITAGARH RAIL SYSTEMS LIMITED,Manufacturing,1.0,0.375,,0.56,0.3226,0.5543,0.85295,0.8222985811203494,0.5,0.0,0.5357,,1.0,34.89254108723135,40.07585335018963,,79.89886219974714,87.86346396965865,87.30964467005076,18.20480404551202,61.95372750642674,60.93552465233881,38.91752577319588,23.893805309734518,,16.56131479140329,66.0080730553755,45.00289549436836,23.893805309734518,16.56131479140329,0,0,0,0,0,47.39444492077963,False,
TRIDENT LIMITED,Manufacturing,1.0,0.25,0.0014040719884043224,0.067,0.6557,1.0,0.8713333333333333,1.0,1.0,0.0,0.7005,0.0,0.6666666666666666,34.89254108723135,20.606826801517066,38.83928571428571,60.80910240202275,60.05056890012642,23.794416243654823,17.951959544879898,18.63753213367609,17.38305941845765,38.91752577319588,6.447534766118835,63.93775372124493,40.58154235145386,39.83212352480635,23.222519217552378,35.19264424368188,40.58154235145386,0,0,0,0,0,33.39778200776354,False,
TTK Prestige Limited,Manufacturing,1.0,0.5625,0.0005480577748986301,0.0,0.6630499999999999,0.9772,0.06418333333333333,1.0,1.0,0.0,0.38749999999999996,0.0,1.0,34.89254108723135,60.42983565107459,62.94642857142857,0.0,58.91276864728192,51.142131979695435,85.96713021491783,18.63753213367609,17.38305941845765,38.91752577319588,53.22376738305942,63.93775372124493,16.56131479140329,44.72061765611864,40.22631188506186,58.58076055215217,16.56131479140329,0,0,0,0,0,42.410701784182265,False,
TVS Holdings Limited,Manufacturing,1.0,1.0,0.005650683866824857,0.0,1.0,1.0,0.5,1.0,0.4,0.0,0.5,0.0,0.0,34.89254108723135,93.8685208596713,11.904761904761912,0.0,10.429835651074598,23.794416243654823,53.72945638432364,18.63753213367609,74.27307206068268,38.91752577319588,35.524652338811634,63.93775372124493,80.53097345132744,29.148345957732335,46.38939658796957,49.73120303002828,80.53097345132744,0,0,0,0,0,43.40840498851928,False,
TVS Motor Company Limited,Manufacturing,1.0,0.25,0.0022055073011077544,0.0039,1.0,1.0,1.0,0.8125,0.5,0.0017094017094017094,0.49810000000000004,0.0,0.6833333333333332,34.89254108723135,20.606826801517066,27.529761904761912,57.5221238938053,10.429835651074598,23.794416243654823,7.458912768647281,62.853470437018,60.93552465233881,82.02319587628865,39.19089759797725,63.93775372124493,36.53603034134007,29.129250930340845,53.31777593357319,51.564325659611086,36.53603034134007,0,0,0,0,0,41.70117383196262,False,
